Muni Code,Entity Name,County,Class Description,Fiscal Year End Date,Months in Fiscal Period,Enrollment,Full Value,Debt Outstanding,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation Fees,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,Total Expenditures,,Total Expenditures and Other Uses
460700200100,Addison Central School District,Steuben,Central,06/30/2019,12,1018,409737016,15440000,5991284,0,1203251,310619,0,23301,0,0,0,0,0,0,0,0,0,0,59263,0,0,0,0,0,0,0,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,37209,10461,126371,0,0,24696,0,0,11720,0,768322,8568112,0,22674768,0,0,0,0,0,0,0,0,0,0,0,0,0,1158430,0,0,0,558717,0,0,0,0,0,0,32960027,0,0,0,2196510,0,35156537,4217416,1110380,0,7641,0,0,14134796,1236834,662668,1523818,402046,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300530,0,872407,0,825145,3434069,0,0,103797,5576,0,476703,2020000,611701,31999661,2196510,34196171
300608200100,Adirondack Central School District,Oneida,Independent Superintendent,06/30/2019,12,1170,717513380,12635000,8626498,0,1281852,62146,0,21648,0,0,0,0,0,0,0,0,0,0,2382,0,0,0,0,0,0,0,0,0,2669,0,0,0,0,0,0,0,0,0,0,0,35,2094294,10000,296842,0,0,19117,0,0,85120,0,303340,12805943,0,17925272,0,0,0,0,0,0,0,0,0,0,0,0,0,795028,0,0,0,566991,0,0,0,0,0,0,32093234,7160000,65921,0,1824218,0,41143373,4185354,1000179,0,0,0,18216,13306573,868110,565744,1961800,302889,0,85974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550729,0,890648,0,953321,5753109,47001,0,229305,5106,0,1890,1090921,891435,32708831,2744217,35453048
080700300100,Afton Central School District,Chenango,Central,06/30/2019,12,508,212559685,6840343,3730123,0,777825,3989,0,22722,0,0,0,0,0,0,0,0,0,0,149166,0,0,0,0,0,0,0,0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,122595,21711,49823,0,0,1000,0,0,28201,0,952243,5862062,0,10612316,0,409,0,0,0,0,0,0,0,0,0,0,0,325024,2085,0,0,397444,0,0,0,0,0,0,17199340,221905,0,0,219924,0,17641169,1889738,701604,0,0,0,0,6124093,979350,382504,860211,234718,0,27332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275678,0,468249,0,488142,1990800,0,10026,90788,1242,0,37382,802106,155178,15580988,50000,15630988
140758200100,Akron Central School District,Erie,Central,06/30/2019,12,1331,665179740,18573144,8345652,0,1437722,603823,0,14999,0,0,1268810,0,0,0,0,0,0,0,8762,0,0,0,0,0,0,0,0,0,8459,0,0,0,0,0,0,0,0,0,0,0,2332676,255812,53125,285817,0,0,8723,0,0,38018,0,370291,15032689,0,17314667,0,0,0,0,0,0,0,0,0,0,0,0,0,747828,0,0,0,646751,0,0,0,0,0,0,33741935,0,265894,0,1562757,0,35570586,2628735,896214,0,19365,0,0,13629506,1365103,745257,1546203,534150,0,41718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494394,0,1295137,0,983125,3183866,0,11830,179743,5681,0,127529,3200894,929685,31818135,1562757,33380892
010501000000,Albany City School District,Albany,City Public School,06/30/2019,12,11742,4910835300,170671527,106469979,0,8333001,7177859,0,465348,0,0,0,3651100,0,0,0,0,0,0,661557,0,0,0,0,0,0,0,0,0,0,0,0,0,1484617,0,0,0,0,0,0,0,0,2927027,105100,44036,0,0,110,0,0,2300,0,6043691,137365725,0,118233483,0,0,0,0,0,0,0,0,0,0,0,0,0,11474593,0,0,0,7275442,0,0,0,0,0,0,274349243,9585000,1861891,0,30429728,0,316225862,39439560,3011581,0,703891,0,0,156509171,7636256,17565425,10154494,1199395,0,58860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650013,0,9509915,0,8186336,30784088,0,2462,1052945,33703,30000,3075562,11638255,5435896,308677808,30429728,339107536
340600500100,Albion Central School District,Orleans,Independent Superintendent,06/30/2019,12,1774,557659399,0,6729982,0,1720662,108932,0,21051,0,0,0,0,0,0,0,0,0,0,42228,0,0,0,0,0,0,0,0,0,12451,0,0,0,0,0,0,0,0,0,0,0,0,254933,12906,121632,0,0,0,0,0,46294,0,286080,9357151,0,26682206,0,0,0,0,0,0,0,0,0,0,0,0,0,1187400,34764,0,0,538111,0,0,0,0,0,0,37799632,0,0,0,503446,0,38303078,4959221,626609,0,5035,0,0,16489698,2025578,1016288,2226515,774615,0,40227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328027,0,1344324,0,1132001,3974629,0,0,51807,1391,0,311416,0,0,35345791,503446,35849237
140600700100,Alden Central School District,Erie,Independent Superintendent,06/30/2019,12,1562,913804880,9018750,12659406,0,2242676,47039,0,5375,0,0,1951754,0,0,0,0,0,0,0,51397,0,0,0,0,0,0,0,0,0,5454,0,0,0,25988,0,0,0,0,0,0,0,0,179684,17400,326664,0,25,0,0,0,2800,0,168097,17683759,0,14946999,0,0,0,0,0,0,0,0,0,0,0,0,0,876964,2545,0,0,390231,0,0,0,0,0,0,33900498,0,0,1613750,162199,0,35676447,4541699,809300,0,10030,0,0,15511437,1640699,902416,2175394,551184,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559567,0,1277485,0,1165506,3937719,8910,3362,224947,9923,8578,253935,900000,213765,34705956,188492,34894448
180700800200,Alexander Central School District,Genesee,Central,06/30/2019,12,828,295954111,1630000,5009841,0,1144834,0,0,13618,0,0,0,0,0,0,0,0,0,0,177595,0,0,0,0,0,0,0,0,0,0,9500,0,0,0,300,0,0,0,0,0,0,0,24455,0,332,0,0,29575,0,0,6659,0,375613,6792322,0,10871555,0,0,0,0,0,0,0,0,0,0,0,0,0,524613,10000,0,0,74691,0,0,0,0,0,0,18273181,0,0,0,23671,0,18296852,1842036,712334,0,0,0,0,8464809,372008,419781,1400721,331472,0,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293330,0,664466,0,648726,1910352,0,0,76947,202,0,52292,270000,82981,17575365,23671,17599036
220700900200,Alexandria Central School District,Jefferson,Central,06/30/2019,12,480,624501761,6939692,6918275,0,413225,47449,0,13453,0,0,0,0,0,0,0,0,0,0,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50656,500,128693,0,0,6408,0,0,55703,0,176236,7813427,0,5105404,0,0,0,0,0,0,0,0,0,0,0,0,0,338218,0,0,0,193444,0,0,0,0,0,0,13450493,0,0,0,135150,0,13585643,1159574,482440,0,944,0,0,5393818,463149,283703,998005,204546,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194455,0,410504,0,383435,2129235,0,0,53970,3819,0,130225,641660,212217,13146199,135150,13281349
020701000100,Alfred-Almond Central School District,Allegany,Central,06/30/2019,12,604,213540494,8014763,4038978,0,911920,0,0,11184,0,0,0,0,0,0,0,0,0,0,65683,0,0,0,0,0,0,0,0,0,1405,0,0,0,0,48797,0,0,0,0,0,0,19609,23762,0,97731,0,0,6795,0,0,3999,0,233643,5463506,0,8152090,0,0,0,0,0,0,0,0,0,0,0,0,0,406821,0,0,0,176616,0,0,0,0,0,0,14199033,222763,0,0,737704,0,15159500,1593834,585122,0,0,0,0,6578434,476665,198016,738635,221768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,157224,0,457244,0,423176,1468723,0,0,64731,1,0,76796,1132851,339975,14514509,737704,15252213
