Muni Code,Entity Name,County,Class Description,Fiscal Year End Date,Months in Fiscal Period,Enrollment,Full Value,Debt Outstanding,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation Fees,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,Total Expenditures,,Total Expenditures and Other Uses
460700200100,Addison Central School District,Steuben,Central,06/30/2020,12,976,429462087,23580000,6125992,0,1147940,322518,0,23874,0,0,0,0,0,0,0,0,0,0,25915,0,0,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,162706,17923,68490,0,0,1657,0,0,30000,0,597616,8525986,0,23974128,0,0,0,0,0,0,0,0,0,0,0,0,0,919349,0,0,0,540794,0,0,0,0,0,0,33960257,0,0,0,1646636,0,35606893,18532498,1106981,0,0,0,0,14965783,1587101,740011,1539900,360504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321994,0,724557,0,835184,3557663,0,0,85745,1490,0,444445,2060000,532525,47424363,1646636,49070999
300608200100,Adirondack Central School District,Oneida,Independent Superintendent,06/30/2020,12,1145,727469839,17633572,8671337,0,1238777,61389,0,21016,0,0,0,0,0,0,0,0,0,0,4056,0,0,0,0,0,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,0,0,0,93860,10000,461313,0,0,1537,0,0,60544,0,374128,11000031,0,17605255,0,0,0,0,0,0,0,0,0,0,0,0,0,749479,52442,0,0,321519,0,0,0,0,0,0,29728726,0,0,0,477105,0,30205831,7072798,896478,0,0,0,1458,13403066,863407,582562,1817439,331083,0,15122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525176,0,753256,0,943053,6045327,49240,0,211915,3994,0,1821,1440000,576200,35533919,470880,36004799
080700300100,Afton Central School District,Chenango,Central,06/30/2020,12,507,221211068,6322331,3877560,0,734188,3986,0,22335,0,0,0,0,0,0,0,0,0,0,2592,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,106660,22037,39283,0,0,0,0,0,0,0,207332,5017965,0,10784233,0,0,0,0,0,0,0,0,0,0,0,0,0,439240,2949,0,0,420187,0,0,0,0,0,0,16664574,298000,0,0,3550000,0,20512574,2845636,681127,0,0,0,0,6022060,1028634,406566,928092,229248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247617,0,398030,0,493230,2069400,0,10135,89631,2102,0,17505,816012,145615,16455749,3550000,20005749
140758200100,Akron Central School District,Erie,Central,06/30/2020,12,1334,698069241,15619757,8519961,0,1355183,551593,0,14122,0,0,1189365,0,0,0,0,0,0,0,21446,0,0,0,0,0,0,0,0,0,9817,0,0,0,0,0,0,0,0,0,0,0,3011965,152529,60875,203118,0,0,32050,0,0,843,0,313645,15436512,0,18534071,0,0,0,0,0,0,0,0,0,0,0,0,0,740141,0,0,0,773476,0,0,0,0,0,0,35484200,0,307957,0,4195619,0,39987776,4300615,870942,0,15889,0,0,14417565,1559212,782718,1682133,447737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459940,0,1146974,0,1005752,3337926,0,10891,187166,27789,0,101429,3352957,831543,34539178,4195619,38734797
010501000000,Albany City School District,Albany,City Public School,06/30/2020,12,11658,5056126260,173888113,110044731,0,7670799,7212183,0,421389,0,0,0,4091984,0,0,0,0,0,0,591722,0,0,0,0,0,0,0,0,0,0,0,0,0,1531803,0,0,0,0,0,0,0,0,775582,98894,27462,0,0,3512,0,0,0,0,3169638,135639699,0,126918618,0,0,0,0,0,0,0,0,0,0,0,0,0,10879963,0,0,0,6201153,0,0,0,0,0,0,279639433,0,1614949,0,17621979,0,298876361,39745925,3004724,0,781971,0,0,159922746,7571317,17611148,8054926,954677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032102,0,7694819,0,8154270,29920105,0,983,1144778,188072,30000,3138927,11783414,7181769,309916673,17621979,327538652
340600500100,Albion Central School District,Orleans,Independent Superintendent,06/30/2020,12,1781,585222448,0,6812761,0,1631357,28133,0,18252,0,0,439,0,0,0,0,0,0,0,40945,0,0,0,0,0,0,0,0,0,13203,0,0,0,0,0,0,0,0,0,0,0,0,197810,8460,70292,0,0,0,0,0,0,0,224689,9046341,0,27002388,0,0,0,0,0,0,0,0,0,0,0,0,0,1064034,38492,0,0,527207,0,0,0,0,0,0,37678462,0,0,0,479041,0,38157503,2527757,608035,0,189,0,0,16197541,1880086,1041184,2161617,667188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348927,0,1125743,0,1134354,4168090,0,0,30690,1537,0,288147,0,0,32217310,479041,32696351
140600700100,Alden Central School District,Erie,Independent Superintendent,06/30/2020,12,1581,969894700,8403750,13174393,0,2130124,55535,0,4071,0,0,1838703,0,0,0,0,0,0,0,127809,0,0,0,0,0,0,0,0,0,5048,0,0,0,22461,0,0,0,0,0,0,0,0,267875,14660,214067,0,0,0,0,0,1950,0,138182,17994878,0,15103517,0,0,0,0,0,0,0,0,0,0,0,0,0,821093,20630,0,0,665780,0,0,0,0,0,0,34605898,0,0,0,2831878,0,37437776,11218989,827330,0,1683,0,0,15471362,1675930,935433,2141461,470931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553778,0,1056276,0,1188645,4266290,9123,2958,286777,56656,8555,214223,615000,237155,41238555,2852799,44091354
180700800200,Alexander Central School District,Genesee,Central,06/30/2020,12,787,296688461,1360000,5088006,0,1118983,0,0,13475,0,0,0,0,0,0,0,0,0,0,153048,0,0,0,0,0,0,0,0,0,0,9500,0,0,0,0,0,0,0,0,0,0,0,49483,0,1589,0,0,134,0,0,-824,0,380217,6813611,0,10958622,0,0,0,0,0,0,0,0,0,0,0,0,0,407499,10000,0,0,38637,0,0,0,0,0,0,18228369,0,0,0,19311,0,18247680,1901974,692448,0,0,0,0,8498713,448158,454779,872445,327349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301887,0,576879,0,658813,1875096,0,0,61659,9115,0,44920,270000,71950,17092555,19311,17111866
220700900200,Alexandria Central School District,Jefferson,Central,06/30/2020,12,472,626173820,6584814,7185574,0,394556,38719,0,12957,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71664,500,83917,0,0,19305,0,0,20403,0,134740,7963255,0,5148635,0,0,0,0,0,0,0,0,0,0,0,0,0,333318,0,0,0,359037,0,0,0,0,0,0,13804245,250000,0,0,133318,0,14187563,1564355,515711,0,0,0,0,5302564,699731,309764,993377,160648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153302,0,335841,0,402902,2117574,0,0,58211,1271,0,157015,604879,201029,13578174,133318,13711492
020701000100,Alfred-Almond Central School District,Allegany,Central,06/30/2020,12,601,223296046,6961592,4225937,0,845346,0,0,10389,0,0,0,0,0,0,0,0,0,0,69439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45065,0,0,0,0,0,0,7563,8046,0,58484,0,0,2659,0,0,767,0,204888,5478583,0,8404500,0,0,0,0,0,0,0,0,0,0,0,0,0,392874,0,0,0,269245,0,0,0,0,0,0,14545202,100592,0,0,317086,0,14962880,2313939,573042,0,1254,0,0,6208010,390910,189651,574574,204510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,155909,0,397026,0,439737,1576662,0,0,66494,0,0,59294,1153763,319215,14624990,317086,14942076
