Muni Code,Entity Name,County,District Type,Fiscal Year End Date,Enrollment,Full Value,Total Debt Outstanding at End of FY,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,,Transfers
460700200100,Addison Central School District,Steuben,Central,2015-06-30 00:00:00,1051,370465154,29758427,5640285,0,1405978,358931,0,22759,0,0,0,0,0,0,0,0,0,0,54756,0,0,0,0,0,0,0,0,0,3239,0,0,0,0,0,0,0,0,0,0,0,0,151208,23923,160254,0,0,753,0,0,11787,0,1003132,8837005,0,18708859,0,0,0,0,0,200,0,0,0,0,0,0,0,1717725,0,0,0,524040,0,0,0,0,0,0,29787829,0,0,0,1421631,0,31209460,14813316,1677257,0,0,0,0,13967292,954821,477770,1215874,302258,0,10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320142,0,1210144,0,706742,3006962,0,0,142757,543,0,658204,1335000,653900,41571332,1421632
300608200100,Adirondack Central School District,Oneida,Independent Superintendent,2015-06-30 00:00:00,1240,662193274,13375000,8222934,0,1379702,58151,0,24428,0,0,0,0,0,0,0,0,0,0,12518,0,0,0,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,18051,10000,266139,0,0,1820,0,0,90073,0,480786,10566847,0,15973777,0,0,0,0,0,0,0,0,0,0,0,0,0,749833,0,0,0,474959,0,0,0,0,0,0,27765416,0,0,0,542804,0,28308220,1725106,1215926,0,0,0,4533,12198846,664748,547112,1738488,302103,0,64645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780063,0,1421429,0,931676,4848656,23089,0,200707,1561,0,71390,2095000,663200,29598747,542804
080700300100,Afton Central School District,Chenango,Central,2015-06-30 00:00:00,532,223887005,11064022,3536812,0,794361,3782,0,25335,0,0,0,0,0,0,0,0,0,0,5325,0,0,0,0,0,0,0,0,0,5055,0,0,0,0,0,0,0,0,0,0,0,0,75192,17256,113390,0,0,0,0,0,70206,0,189369,4836083,0,11487007,0,0,0,0,0,0,0,0,0,0,0,0,0,387756,0,0,0,284055,0,0,0,0,0,0,16994901,128480,535000,0,14255,0,17672636,1562165,967131,0,0,0,0,5987560,1018000,437520,611009,218642,0,21547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33292,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,303714,0,792316,0,480923,2106128,0,10556,119140,9106,0,55421,2191211,149763,17255014,14255
140758200100,Akron Central School District,Erie,Central,2015-06-30 00:00:00,1402,573279556,20039450,7802194,0,1630423,12865,0,13257,0,0,1246271,0,0,0,0,0,0,0,8013,0,0,0,0,0,0,0,0,0,9273,0,0,0,0,0,0,0,0,0,0,0,1397127,19961,59535,287628,0,0,1979,0,0,45990,0,240897,12775413,0,14556953,0,0,0,0,0,0,0,0,0,0,0,0,0,898406,0,0,0,432323,0,0,0,0,0,0,28663095,0,280365,0,1224559,0,30168019,1823162,954728,0,6818,0,0,11944604,1340182,638731,1212471,366535,0,31530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522888,0,1953917,0,820210,2433091,0,10257,170839,0,0,142809,2865365,1086280,28389098,1224559
010501000000,Albany City School District,Albany,City Public School,2015-06-30 00:00:00,11435,4409308872,137441797,105464408,0,9705981,6650399,0,1836456,0,0,0,4289916,0,0,0,0,0,0,748685,0,0,0,0,0,0,0,0,0,12321,0,0,0,1232053,0,0,0,0,0,0,0,0,1379767,147438,54039,0,0,30379,0,0,6042,0,3592398,135150282,0,88399153,0,0,0,0,0,0,0,0,0,0,0,0,0,12128541,27634,0,0,5642747,0,0,0,0,0,0,241348357,19030000,0,0,20418370,0,280796727,11836489,2656147,0,336858,0,0,129757394,6300610,10401238,7449172,931972,0,62500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3159397,0,11676813,0,6338854,23387443,0,0,794413,57449,28320,2949709,8625447,6611190,233471170,20418370
340600500100,Albion Central School District,Orleans,Independent Superintendent,2015-06-30 00:00:00,1891,511319531,7780000,6419895,0,2019870,159469,0,19555,0,0,0,0,0,0,0,0,0,0,42631,0,0,0,0,0,0,0,0,0,13401,0,0,0,0,0,0,0,0,0,0,0,0,19704,13670,123051,0,0,324,0,0,33511,0,373763,9238844,0,24878683,0,0,0,0,0,0,0,0,0,0,0,0,0,1156791,0,0,0,628373,0,0,0,0,0,0,35902691,0,0,0,16755185,0,52657876,2668883,580215,0,8519,0,0,15094629,1616377,854027,1842674,710926,0,47950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434365,0,2133697,0,1103843,3174894,0,0,92031,6209,0,346020,2555000,353450,33675824,16755185
140600700100,Alden Central School District,Erie,Independent Superintendent,2015-06-30 00:00:00,1685,795063906,6520000,11906943,0,2666805,146602,0,7870,0,0,1818659,0,0,0,0,0,0,0,25954,0,0,0,0,0,0,0,0,0,9637,0,0,0,30588,0,0,0,0,0,0,0,0,46302,18400,325695,0,0,71457,0,0,3882,0,208121,17286915,0,14246628,0,46013,0,0,0,0,0,0,0,0,0,0,0,948555,0,0,0,376270,0,0,0,0,0,0,32904381,0,0,0,149645,0,33054026,3279383,1108232,0,2762,0,0,13970099,1466597,861275,2002086,438373,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727397,0,1850423,0,1068636,3022687,11315,2899,218232,2362,7610,320605,2020000,274627,32738048,177253
180700800200,Alexander Central School District,Genesee,Central,2015-06-30 00:00:00,847,266680046,4275000,4601442,0,1273755,0,0,10769,0,0,0,0,0,0,0,0,0,0,156550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23511,0,0,0,0,0,0,0,12272,78350,3845,0,0,17774,0,0,16019,0,213818,6408105,0,9738962,0,0,0,0,0,0,0,0,0,0,0,0,0,425755,0,0,0,60060,0,0,0,0,0,0,16632882,0,0,0,2300903,0,18933785,1460085,843371,0,0,0,0,7738128,223596,321858,623309,282167,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321337,0,960857,0,553840,1642142,0,0,121181,961,0,121671,725000,188648,16189443,2300903
220700900200,Alexandria Central School District,Jefferson,Central,2015-06-30 00:00:00,546,639378200,3133463,6272045,0,418330,44174,0,18713,0,0,0,0,0,0,0,0,0,0,17067,0,0,0,0,0,0,0,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,1458,500,124467,0,0,8694,0,0,225,0,203228,7111685,0,4525775,0,0,0,0,0,0,0,0,0,0,0,0,0,534758,0,0,0,184503,0,0,0,0,0,0,12356721,0,0,0,130112,0,12486833,906148,577852,0,909,0,0,5287432,427679,300634,705035,155455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198326,0,602817,0,337232,1932624,0,0,77725,4860,0,96493,652698,125975,12430416,130112
020701000100,Alfred-Almond Central School District,Allegany,Central,2015-06-30 00:00:00,647,199829973,12537082,3856856,0,984132,0,0,15014,0,0,0,0,0,0,0,0,0,0,45253,0,0,0,0,0,0,0,0,0,1915,0,0,0,0,0,0,0,0,0,0,0,115937,37699,0,102104,0,0,7860,0,0,6869,0,105821,5279460,0,6791204,0,0,0,0,0,0,0,0,0,0,0,0,0,289807,0,0,0,182081,0,0,0,0,0,0,12542552,0,65000,0,102250,0,12709802,4501833,587857,0,0,0,0,6000960,410218,180179,711026,164868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,196523,0,733032,0,409223,1124817,0,0,65306,3001,0,45277,1427053,393268,16979220,102250
