Muni Code,Entity Name,County,District Type,Fiscal Year End Date,Enrollment,Full Value,Total Debt Outstanding at End of FY,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,,Transfers
460700200100,Addison Central School District,Steuben,Central,2016-06-30 00:00:00,1055,383672178,24855000,5738666,0,1318634,362922,0,23994,0,0,0,0,0,0,0,0,0,0,85827,0,0,0,0,0,0,0,0,0,5612,0,0,0,0,0,0,0,0,0,0,0,0,246981,27883,156460,0,0,6032,0,0,10683,0,1123536,9107230,0,19598979,0,0,0,0,0,0,0,0,0,0,0,0,0,1435563,0,0,0,551444,0,0,0,0,0,0,30693216,0,2353427,0,684722,0,33731365,8027351,1671723,0,0,0,0,13247836,1022195,472291,1269995,367188,0,12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294754,0,980488,0,733242,3011489,0,0,139702,10633,0,566330,3703427,1003300,36626618,684722
300608200100,Adirondack Central School District,Oneida,Independent Superintendent,2016-06-30 00:00:00,1211,683384981,11790000,8374379,0,1395037,57303,0,27240,0,0,0,0,0,0,0,0,0,0,6550,0,0,0,0,0,0,0,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,14557,10000,259665,0,0,11096,0,0,120652,0,372468,10651119,0,16685879,0,0,0,0,0,0,0,0,0,0,0,0,0,781457,0,0,0,198124,0,0,0,0,0,0,28316579,0,0,0,1009976,0,29326555,2782946,1226237,0,0,0,1933,12132205,696194,550360,1937217,305307,0,120532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578046,0,1177422,0,962102,4598281,30571,0,189980,4545,0,64097,2185000,569550,30223080,1009975
080700300100,Afton Central School District,Chenango,Central,2016-06-30 00:00:00,514,218219063,9999117,3607615,0,811268,3921,0,23194,0,0,0,0,0,0,0,0,0,0,4726,0,0,0,0,0,0,0,0,0,11487,0,0,0,0,0,0,0,0,0,0,0,0,106116,22426,110744,0,0,0,0,0,23820,0,277678,5002995,0,11076415,0,0,0,0,0,0,0,0,0,0,0,0,0,313514,0,0,0,309612,0,0,0,0,0,0,16702536,8174471,590000,0,1286524,0,26753531,1395872,1105306,0,0,0,0,6439052,953317,457279,699979,228652,0,17703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38403,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,322196,0,615693,0,497162,2146201,0,10801,121260,2223,0,45654,731645,165072,16178472,1286524
140758200100,Akron Central School District,Erie,Central,2016-06-30 00:00:00,1392,584740055,18599534,7880011,0,1644536,371389,0,16109,0,0,1214795,0,0,0,0,0,0,0,11940,0,0,0,0,0,0,0,0,0,9935,0,0,0,0,97744,0,0,0,0,0,0,1758100,26266,60225,293084,0,0,25339,0,0,34467,0,266855,13710795,0,15768959,0,0,0,0,0,0,0,0,0,0,0,0,0,749042,0,0,0,429864,0,0,0,0,0,0,30658660,0,265290,0,205424,0,31129374,3503492,1102550,0,12027,0,0,13099308,1292132,539049,1258271,440092,0,53693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526972,0,1304192,0,891265,2762597,0,10841,171599,968,0,94919,2700290,995963,30795103,205424
010501000000,Albany City School District,Albany,City Public School,2016-06-30 00:00:00,11577,4582236153,125837244,103537046,0,9848885,5843548,0,1167084,0,0,0,3808949,0,0,0,0,0,0,703780,0,0,0,0,0,0,0,0,0,17449,0,0,0,1089519,0,0,0,0,0,0,0,0,10868668,99393,51499,0,0,35792,0,0,2440,0,3245540,140319592,0,95257845,0,0,0,0,0,0,0,0,0,0,0,0,0,11015684,50442,0,0,5858301,0,0,0,0,0,0,252501864,55450000,0,0,14790281,0,322742145,15617188,3461529,0,1150105,0,0,134627262,7087297,11713301,7605492,960837,0,65498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426327,0,9633523,0,6873097,23784254,0,0,1036957,53283,30000,2467613,9109553,5810591,243624198,14790281
340600500100,Albion Central School District,Orleans,Independent Superintendent,2016-06-30 00:00:00,1876,520317194,5990000,6364613,0,1990760,157608,0,19001,0,0,0,0,0,0,0,0,0,0,32406,0,0,0,0,0,0,0,0,0,13938,0,0,0,0,0,0,0,0,0,0,0,0,19179,12912,113047,0,300,0,0,0,24973,0,210742,8959479,0,25318923,0,0,0,0,0,0,0,0,0,0,0,0,0,1079078,0,0,0,648121,0,0,0,0,0,0,36005601,0,0,0,3477183,0,39482784,2385376,535062,0,761,0,0,15967395,1791438,889791,1819874,742819,0,49886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452086,0,1613466,0,1123194,3256770,0,0,66720,1934,0,287257,1790000,272375,33098341,3477183
140600700100,Alden Central School District,Erie,Independent Superintendent,2016-06-30 00:00:00,1637,834664404,11435000,11987724,0,2575886,120006,0,5523,0,0,1837688,0,0,0,0,0,0,0,26808,0,0,0,0,0,0,0,0,0,9116,0,0,0,26023,0,0,0,0,0,0,0,0,124782,18400,299173,0,0,33368,0,0,26208,0,178242,17268947,0,15439920,0,15338,0,0,0,0,0,0,0,0,0,0,0,898289,0,0,0,353127,0,0,0,0,0,0,33975621,0,0,0,137647,0,34113268,6328299,1017052,0,7349,0,0,13959931,1511105,932734,2028790,483349,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596563,0,1419378,0,1092070,3215897,10375,2911,199620,8209,7598,298735,2085000,214028,35535119,164512
180700800200,Alexander Central School District,Genesee,Central,2016-06-30 00:00:00,831,269461970,3520000,4693343,0,1278300,0,0,10987,0,0,0,0,0,0,0,0,0,0,71159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9418,0,0,0,0,0,0,0,5326,78000,2279,0,0,9044,0,0,6911,0,315717,6480484,0,10247189,0,0,0,0,0,0,0,0,0,0,0,0,0,357644,0,0,0,44714,0,0,0,0,0,0,17130031,0,0,0,2073334,0,19203365,1773325,825060,0,0,0,0,8143603,305269,347280,857634,280895,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313397,0,763911,0,569811,1702138,0,0,132876,514,0,46842,755000,166035,17034302,2073334
220700900200,Alexandria Central School District,Jefferson,Central,2016-06-30 00:00:00,548,616603787,3005599,6463624,0,425948,45192,0,14139,0,0,0,0,0,0,0,0,0,0,5134,0,0,0,0,0,0,0,0,0,2468,0,0,0,0,0,0,0,0,0,0,0,0,50553,500,107409,0,0,0,0,0,2687,0,265412,7383066,0,4751114,0,0,0,0,0,0,0,0,0,0,0,0,0,502768,0,0,0,209472,0,0,0,0,0,0,12846420,1330000,0,0,125588,0,14302008,705295,678849,0,2087,0,0,5410174,436335,293145,819096,177555,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181397,0,476513,0,360052,2057808,0,0,71417,2798,0,65972,677864,102906,12575714,125588
020701000100,Alfred-Almond Central School District,Allegany,Central,2016-06-30 00:00:00,629,205982185,11620209,3924832,0,978954,0,0,11966,0,0,0,0,0,0,0,0,0,0,87673,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,65609,0,0,0,0,0,0,12378,45157,0,85778,0,0,164,0,0,1534,0,227445,5442791,0,6873492,0,0,0,0,0,0,0,0,0,0,0,0,0,329086,0,0,0,224819,0,0,0,0,0,0,12870188,107447,165000,0,147357,0,13289992,1154870,632906,0,0,0,0,5668633,405879,172434,556668,172777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0,0,0,0,0,0,186739,0,571355,0,403200,1194310,0,0,69311,9,0,48956,1024320,347976,12644490,147357
