CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",55798170,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",419802,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A10102,"Legislative Board",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",15146,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",22583,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",128640,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",19475487,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",295693,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1091,"Interest and Penalties on Special Assessments",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",18935,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",32303484,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1569748,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",2450,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1150,"OTB Surtax",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",191454,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1170,"Franchise Tax",REVENUE,Other Non-Property Taxes,Franchises,"",1307393,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A12101,"Mayor",EXPENDITURE,General Government,Administration,"Personal Services",551584,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A12104,"Mayor",EXPENDITURE,General Government,Administration,"Contractual",5740,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A12108,"Mayor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",79670,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1230,"Treasurer Fees",REVENUE,Charges for Services,General Government Fees,"",1587,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1255,"Clerk Fees",REVENUE,Charges for Services,General Government Fees,"",2061,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A1289,"Other General Departmental Income",REVENUE,Charges for Services,General Government Fees,"",37514,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13201,"Auditor",EXPENDITURE,General Government,Administration,"Personal Services",254638,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13204,"Auditor",EXPENDITURE,General Government,Administration,"Contractual",91784,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13208,"Auditor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",70076,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13251,"Treasurer",EXPENDITURE,General Government,Administration,"Personal Services",920043,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",220300,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13258,"Treasurer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",254758,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13451,"Purchasing",EXPENDITURE,General Government,Administration,"Personal Services",148033,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13452,"Purchasing",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",7744,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13454,"Purchasing",EXPENDITURE,General Government,Administration,"Contractual",2457,2025-12-31
2014,010201000000,City of Albany,City,Albany,2014-01-01,2014-12-31,A13458,"Purchasing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",39927,2025-12-31
