CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",59597300,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",478117,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",29221,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",120098,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",19279890,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",366304,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",44862476,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1589587,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",210,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1150,"OTB Surtax",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",141073,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1170,"Franchise Tax",REVENUE,Other Non-Property Taxes,Franchises,"",1165521,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A12101,"Mayor",EXPENDITURE,General Government,Administration,"Personal Services",534413,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A12104,"Mayor",EXPENDITURE,General Government,Administration,"Contractual",69824,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A12108,"Mayor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",107550,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1230,"Treasurer Fees",REVENUE,Charges for Services,General Government Fees,"",0,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1255,"Clerk Fees",REVENUE,Charges for Services,General Government Fees,"",14164,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A1289,"Other General Departmental Income",REVENUE,Charges for Services,General Government Fees,"",583258,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13201,"Auditor",EXPENDITURE,General Government,Administration,"Personal Services",359544,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13202,"Auditor",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",713,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13204,"Auditor",EXPENDITURE,General Government,Administration,"Contractual",96991,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13208,"Auditor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",91094,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13251,"Treasurer",EXPENDITURE,General Government,Administration,"Personal Services",927935,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13252,"Treasurer",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",868,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",397699,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13258,"Treasurer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",257235,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13451,"Purchasing",EXPENDITURE,General Government,Administration,"Personal Services",88572,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13452,"Purchasing",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",188,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13454,"Purchasing",EXPENDITURE,General Government,Administration,"Contractual",1327,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13458,"Purchasing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",23385,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13551,"Assessment",EXPENDITURE,General Government,Administration,"Personal Services",186498,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13554,"Assessment",EXPENDITURE,General Government,Administration,"Contractual",125700,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A13558,"Assessment",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",44823,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A14101,"Clerk",EXPENDITURE,General Government,Administration,"Personal Services",253881,2025-12-31
2022,010201000000,City of Albany,City,Albany,2022-01-01,2022-12-31,A14104,"Clerk",EXPENDITURE,General Government,Administration,"Contractual",12138,2025-12-31
