CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",56313118,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",433372,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A10102,"Legislative Board",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",0,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",9451,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",140208,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",32435189,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",156259,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1091,"Interest and Penalties on Special Assessments",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",52790,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",33150041,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1283480,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",2660,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1150,"OTB Surtax",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",186266,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1170,"Franchise Tax",REVENUE,Other Non-Property Taxes,Franchises,"",1281301,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A12101,"Mayor",EXPENDITURE,General Government,Administration,"Personal Services",563500,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A12104,"Mayor",EXPENDITURE,General Government,Administration,"Contractual",4904,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A12108,"Mayor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",116871,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1230,"Treasurer Fees",REVENUE,Charges for Services,General Government Fees,"",5749,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1255,"Clerk Fees",REVENUE,Charges for Services,General Government Fees,"",852,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1289,"Other General Departmental Income",REVENUE,Charges for Services,General Government Fees,"",58705,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13201,"Auditor",EXPENDITURE,General Government,Administration,"Personal Services",274705,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13202,"Auditor",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",422,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13204,"Auditor",EXPENDITURE,General Government,Administration,"Contractual",84818,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13208,"Auditor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",46539,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13251,"Treasurer",EXPENDITURE,General Government,Administration,"Personal Services",808539,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",266715,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13258,"Treasurer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",242757,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13451,"Purchasing",EXPENDITURE,General Government,Administration,"Personal Services",143807,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13452,"Purchasing",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",5026,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13454,"Purchasing",EXPENDITURE,General Government,Administration,"Contractual",1477,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13458,"Purchasing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",34177,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13551,"Assessment",EXPENDITURE,General Government,Administration,"Personal Services",262765,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13554,"Assessment",EXPENDITURE,General Government,Administration,"Contractual",370532,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A13558,"Assessment",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",75162,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14101,"Clerk",EXPENDITURE,General Government,Administration,"Personal Services",260938,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14104,"Clerk",EXPENDITURE,General Government,Administration,"Contractual",10848,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14108,"Clerk",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",67942,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14201,"Law",EXPENDITURE,General Government,Administration,"Personal Services",660503,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14202,"Law",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",5891,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14204,"Law",EXPENDITURE,General Government,Administration,"Contractual",477969,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14208,"Law",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",127656,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14301,"Personnel",EXPENDITURE,General Government,Administration,"Personal Services",595150,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14304,"Personnel",EXPENDITURE,General Government,Administration,"Contractual",133544,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14308,"Personnel",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",448996,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14401,"Engineer",EXPENDITURE,General Government,Administration,"Personal Services",416517,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14404,"Engineer",EXPENDITURE,General Government,Administration,"Contractual",65523,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14408,"Engineer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",85929,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14504,"Elections",EXPENDITURE,General Government,Administration,"Contractual",0,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14901,"Public Works Administration",EXPENDITURE,General Government,Operations,"Personal Services",3238247,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14902,"Public Works Administration",EXPENDITURE,General Government,Operations,"Equipment and Capital Outlay",94400,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14904,"Public Works Administration",EXPENDITURE,General Government,Operations,"Contractual",874725,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A14908,"Public Works Administration",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",896849,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1520,"Police Fees",REVENUE,Charges for Services,Public Safety Fees,"",829743,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1540,"Fire Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",140,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1550,"Public Pound Charges Dog Control Fees",REVENUE,Charges for Services,Public Safety Fees,"",3925,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1560,"Safety Inspection Fees",REVENUE,Charges for Services,Public Safety Fees,"",528155,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1589,"Other Public Safety Departmental Income",REVENUE,Charges for Services,Public Safety Fees,"",487176,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A1603,"Vital Statistics Fees",REVENUE,Charges for Services,Health Fees,"",265983,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A16201,"Operation of Plant",EXPENDITURE,General Government,Operations,"Personal Services",790783,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A16204,"Operation of Plant",EXPENDITURE,General Government,Operations,"Contractual",708142,2025-12-31
2016,010201000000,City of Albany,City,Albany,2016-01-01,2016-12-31,A16208,"Operation of Plant",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",239055,2025-12-31
