CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",58608188,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",466823,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A10102,"Legislative Board",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",2684,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",33463,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",117456,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",19315770,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",357593,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1091,"Interest and Penalties on Special Assessments",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",37327,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",34098653,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1278706,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",420,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1150,"OTB Surtax",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",121427,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A1170,"Franchise Tax",REVENUE,Other Non-Property Taxes,Franchises,"",1275479,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A12101,"Mayor",EXPENDITURE,General Government,Administration,"Personal Services",443116,2025-12-31
2020,010201000000,City of Albany,City,Albany,2020-01-01,2020-12-31,A12102,"Mayor",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",90,2025-12-31
