CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",57487425,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",352556,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",10234,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",125074,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",19479096,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",391664,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1091,"Interest and Penalties on Special Assessments",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",1309,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",33349774,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1357956,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",0,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1150,"OTB Surtax",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",165095,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1170,"Franchise Tax",REVENUE,Other Non-Property Taxes,Franchises,"",1318680,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A12101,"Mayor",EXPENDITURE,General Government,Administration,"Personal Services",364505,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A12104,"Mayor",EXPENDITURE,General Government,Administration,"Contractual",25458,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A12108,"Mayor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",78470,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1230,"Treasurer Fees",REVENUE,Charges for Services,General Government Fees,"",929,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1255,"Clerk Fees",REVENUE,Charges for Services,General Government Fees,"",157,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A1289,"Other General Departmental Income",REVENUE,Charges for Services,General Government Fees,"",81105,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13201,"Auditor",EXPENDITURE,General Government,Administration,"Personal Services",214751,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13202,"Auditor",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",684,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13204,"Auditor",EXPENDITURE,General Government,Administration,"Contractual",106954,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13208,"Auditor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",31146,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13251,"Treasurer",EXPENDITURE,General Government,Administration,"Personal Services",791836,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",298766,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13258,"Treasurer",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",239097,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13451,"Purchasing",EXPENDITURE,General Government,Administration,"Personal Services",145403,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13452,"Purchasing",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",9523,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13454,"Purchasing",EXPENDITURE,General Government,Administration,"Contractual",1712,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13458,"Purchasing",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",38218,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13551,"Assessment",EXPENDITURE,General Government,Administration,"Personal Services",231395,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13554,"Assessment",EXPENDITURE,General Government,Administration,"Contractual",125755,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A13558,"Assessment",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",53610,2025-12-31
2017,010201000000,City of Albany,City,Albany,2017-01-01,2017-12-31,A14101,"Clerk",EXPENDITURE,General Government,Administration,"Personal Services",230593,2025-12-31
