CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",61667390,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",563362,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",59279,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",186235,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",18616473,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",466591,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1116,"Tax on Adult-Use Cannabis",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",249669,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",46685814,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1723216,2025-12-31
2024,010201000000,City of Albany,City,Albany,2024-01-01,2024-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",210,2025-12-31
