CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",54888967,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",415917,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A10102,"Legislative Board",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",80,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",29052,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",119517,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",26440452,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",235008,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A1091,"Interest and Penalties on Special Assessments",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",18606,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",30972673,2025-12-31
2013,010201000000,City of Albany,City,Albany,2013-01-01,2013-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1547037,2025-12-31
