CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,PERIOD_START,PERIOD_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,ACCOUNT_CODE_SECTION,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1001,"Real Property Taxes",REVENUE,Real Property Taxes and Assessments,Real Property Taxes,"",58252312,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A10101,"Legislative Board",EXPENDITURE,General Government,Administration,"Personal Services",401155,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A10102,"Legislative Board",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",342,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A10104,"Legislative Board",EXPENDITURE,General Government,Administration,"Contractual",15480,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A10108,"Legislative Board",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",90958,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1081,"Other Payments In Lieu of Taxes",REVENUE,Other Real Property Tax Items,Payments In Lieu Of Taxes,"",20108047,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1090,"Interest and Penalties on Real Prop Taxes",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",291626,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1091,"Interest and Penalties on Special Assessments",REVENUE,Other Real Property Tax Items,Interest And Penalties,"",18263,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1120,"Non Property Tax Distribution by County",REVENUE,Sales and Use Tax,Sales Tax Distribution,"",35424547,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1130,"Utilities Gross Receipts Tax",REVENUE,Sales and Use Tax,Utilities Gross Receipts Tax,"",1393886,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1134,"Privilege Tax on Coin Operated Devices",REVENUE,Sales and Use Tax,Miscellaneous Use Taxes,"",840,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1150,"OTB Surtax",REVENUE,Other Non-Property Taxes,Miscellaneous Non-Property Taxes,"",191618,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1170,"Franchise Tax",REVENUE,Other Non-Property Taxes,Franchises,"",1330245,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A12101,"Mayor",EXPENDITURE,General Government,Administration,"Personal Services",407315,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A12104,"Mayor",EXPENDITURE,General Government,Administration,"Contractual",30412,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A12108,"Mayor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",92441,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1230,"Treasurer Fees",REVENUE,Charges for Services,General Government Fees,"",408,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1255,"Clerk Fees",REVENUE,Charges for Services,General Government Fees,"",186,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A1289,"Other General Departmental Income",REVENUE,Charges for Services,General Government Fees,"",137503,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13201,"Auditor",EXPENDITURE,General Government,Administration,"Personal Services",262249,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13202,"Auditor",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",32,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13204,"Auditor",EXPENDITURE,General Government,Administration,"Contractual",83194,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13208,"Auditor",EXPENDITURE,Employee Benefits,Unclassified Employee Benefits,"Employee Benefits",49915,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13251,"Treasurer",EXPENDITURE,General Government,Administration,"Personal Services",808327,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13252,"Treasurer",EXPENDITURE,General Government,Administration,"Equipment and Capital Outlay",512,2025-12-31
2018,010201000000,City of Albany,City,Albany,2018-01-01,2018-12-31,A13254,"Treasurer",EXPENDITURE,General Government,Administration,"Contractual",425373,2025-12-31
